id,year,school,school_composition,school_involvement,sep,sep_alpha,sep_beta,oa_1,oa_2,oa_3,oa_4,tr_1,tr_2,em_1,em_2,em_3,em_4,ia_1,ia_2,wc_1,wc_2,cq_1,cq_2,cq_3,cq_4,cq_5,mb_1,mb_2,dp_1,dp_2,mb_3,mb_4,mb_5
2157,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,4,4,4,4,4,4,1,2,3,2,4,5,5,4,4,3,3,5,5,4,4,4
2157,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,2,3,3,3,3,3,3
2158,8,24,catholic,1,NA,3.294818311993268,13.922843069331176,4,3,4,4,4,4,4,3,4,5,1,1,3,4,3,4,3,3,5,4,5,2,4,4,3,5
2158,12,24,catholic,1,NA,3.294818311993268,13.922843069331176,3,3,3,4,4,4,4,4,4,4,1,1,3,3,3,NA,NA,2,3,3,4,3,3,5,1,5
2159,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,5,5,5,5,5,5,1,3,3,5,4,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5
2159,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,3,3,3,3,3,5,1,1,3,3,5,5,NA,5,5,5,5,5,5,NA,NA,NA
2160,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,3,4,3,NA,NA,4,2,3,4,2,2,3,3,3,1,2,2,2,4,4,2,4,NA,NA,NA
2160,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,5,5,5,5,5,5,4,4,4,4,1,1,5,5,3,2,3,2,2,5,5,3,3,5,1,1
2161,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2162,8,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,5,4,5,5,4,4,4,1,5,5,1,1,5,5,4,4,4,4,3,5,5,3,4,NA,NA,NA
2162,11,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,4,3,4,4,4,4,4,3,4,3,1,1,4,4,4,4,3,3,4,3,3,3,3,3,3,3
2163,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,5,3,5,4,3,4,3,1,5,4,1,1,4,4,3,3,3,3,2,5,5,2,4,4,3,2
2164,8,24,catholic,1,NA,3.294818311993268,13.922843069331176,2,3,3,2,2,3,2,1,2,4,2,2,2,2,2,2,2,1,2,4,5,3,5,5,1,4
2164,12,24,catholic,1,NA,3.294818311993268,13.922843069331176,3,3,3,3,3,3,2,3,2,5,1,1,3,2,1,1,2,1,1,2,2,3,3,2,1,2
2165,8,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,4,2,2,2,3,3,2,2,1,3,2,3,2,2,1,1,3,1,1,1,3,3,3,2,2,2
2165,10,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,5,2,3,3,3,3,1,3,2,5,2,1,2,2,1,2,2,1,2,1,1,5,4,3,3,3
2165,11,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,3,3,3,3,3,3,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,3,3,3,3,3
2166,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,2,3,3,3,3,2,4,4,5,1,1,3,3,1,2,2,1,1,4,3,5,5,5,5,4
2167,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,4,5,3,4,5,5,5,5,5,5,5
2167,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,3,4,5,5,3,3,5,5,5
2167,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,5,5,5,5,5,5,3,5,5,5,1,2,5,5,3,5,5,3,3,4,5,3,5,5,5,5
2168,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,3,3,3,3,3,2,1,2,2,1,1,3,3,2,3,2,3,3,4,4,5,5,3,3,3
2168,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,3,3,4,3,3,4,2,2,2,2,3,3,3,3,3,3,3,4,4,3,3,3
2169,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,1,3,3,3,3,2,2,3,4,1,1,3,3,3,1,1,1,1,4,3,4,3,3,4,2
2169,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,NA,3,3,3,3,3,3,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3
2170,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,2,4,4,3,3,2,4,3,5,1,1,4,4,3,2,1,2,3,3,4,3,5,5,5,4
2170,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,4,4,4,3,3,2,2,3,4,1,1,3,3,4,1,1,3,3,2,4,5,5,3,3,4
2170,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,4,3,3,3,3,3,1,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3
2171,8,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,2,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1
2171,11,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,3,3,2,2,1,1,2,4,2,2,1,1,1,1,2,1,1,1,1,3,1,1,2,5,4,2
2172,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,3,3,3,4,2,4,3,2,4,4,3,4,4,3,3,5,4,3,4,5,5,5
2172,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,3,4,4,4,4,2,3,4,3,1,1,4,4,4,4,4,3,3,1,5,5,5,4,4,4
2173,8,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,2,3,2,1,3,3,1,1,1,1,1,3,1,2,1,1,1,1,1,2,2,3,1,3,2,3
2173,11,29,protestant,2,NA,0.2954510049637889,1.7209730576025886,1,3,2,2,2,2,5,1,1,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,5,5
2174,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,5,5,5,5,4,5,1,2,4,4,1,1,3,4,NA,NA,NA,1,1,5,5,5,5,5,1,2
2174,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,5,5,4,5,4,4,3,2,1,1,5,4,4,5,5,4,5,3,3,4,3,3,3,3
2175,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2176,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,1,1,1,1,5,5,3,5,4,5,1,1,1,1,2,1,1,2,1,1,5,4,5,5,5,5
2176,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,2,2,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,2,1,1,1,3,3,5,3,1
2177,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,2,4,3,3,2,3,4,4,2,3,2,2,3,2,2,1,1,2,2,3,4,4,4,5,3,2
2177,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,4,4,4,5,2,3,2,3,2,2,3,2,2,2,2,2,3,3,4,4,4,2
2177,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,5,4,5,5,5,4,4,3,5,3,2,3,3,3,3,4,1,1,3,4,4,4,4,4,3
2178,8,56,catholic,3,NA,0.9414737812977712,123.53518045173351,1,1,2,2,1,1,2,1,1,1,2,3,1,1,2,2,2,1,1,1,2,1,1,2,4,1
2178,10,56,catholic,3,NA,0.9414737812977712,123.53518045173351,2,1,2,2,3,4,2,2,2,3,2,3,1,1,1,1,1,1,1,2,2,4,4,3,3,3
2178,11,56,catholic,3,NA,0.9414737812977712,123.53518045173351,3,2,3,3,2,2,2,2,2,3,3,3,2,3,1,2,3,2,2,2,3,3,2,3,3,2
2178,12,56,catholic,3,NA,0.9414737812977712,123.53518045173351,4,4,4,4,4,4,3,3,3,2,1,1,4,4,1,1,1,1,1,4,4,2,2,4,4,4
2179,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,1,3,2,3,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,4,4,3,2,2
2180,8,56,catholic,3,NA,9.571268473424961,108.56200856362719,3,3,4,3,3,3,1,2,2,3,1,1,2,2,1,1,1,1,1,NA,NA,5,5,5,3,3
2180,10,56,catholic,3,NA,9.571268473424961,108.56200856362719,4,3,4,5,4,4,2,3,2,4,1,1,4,4,1,3,2,2,2,2,3,3,4,4,5,3
2181,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,2,1,4,3,4,4,1,1,5,5,4,3,2,2,1,1,1,1,1,3,3,5,5,4,4,4
2182,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,2,2,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,4,3,3,3,3,5,2,3
2182,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3
2183,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,3,3,3,3,3,2,2,2,2,1,1,3,3,2,2,1,2,2,1,3,1,5,4,5,3
2183,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,2,4,3,5,4,3,3,3,2,4,1,1,2,2,4,2,4,2,5,2,5,2,3,5,5,5
2184,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,4,4,3,3,3,2,3,4,5,2,2,4,4,3,3,2,3,2,5,5,4,5,5,5,5
2184,10,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,3,4,4,4,4,4,4,5,4,5,1,1,4,5,3,3,3,3,2,5,5,5,5,5,5,5
2184,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,5,3,4,4,4,4,4,4,5,3,1,4,4,4,4,2,3,3,5,5,4,4,5,5,5
2185,8,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,3,3,3,4,4,4,3,4,5,2,1,3,3,2,1,1,1,1,2,4,2,4,5,4,5
2185,11,29,protestant,2,NA,0.5976503556247105,1.9227993195596444,4,2,3,3,4,4,5,5,5,5,1,1,4,4,2,3,3,1,1,4,3,1,4,5,2,4
2186,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,1,3,2,NA,2,3,2,2,3,2,4,4,1,1,3,2,1,1,1,2,2,2,2,3,4,1
2186,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,2,3,3,2,3,4,3,2,3,2,2,3,2,2,4,2,2,5,3,2,3,3,4,3,2
2186,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,4,4,4,3,3,2,4,1,4,1,1,3,2,4,3,3,4,4,1,2,4,4,4,2,1
2186,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2187,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,2,1,2,3,2,2,2,2,3,3,4,5,1,1,1,1,1,1,1,3,2,1,3,3,3,3
2187,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,1,1,3,2,2,3,3,3,3,2,3,3,1,1,1,1,2,1,2,2,1,1,3,4,3,3
2188,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,4,5,5,5,5,3,5,4,5,5
2188,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,3,3,3,5,1,1,5,5,3,3,5,3,3,5,5,5,5,5,5,5
2188,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,4,4,5,5,5,3,4,5,5,1,1,4,4,3,3,3,3,4,5,5,4,4,5,5,5
2189,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2190,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,1,4,1,1,2,2,3,2,1,1,5,5,1,1,4,2,2,1,1,3,2,3,2,5,1,1
2190,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,5,2,3,3,3,1,1,2,2,2,3,3,3,3,2,2,1,2,2,2,3,2,3,1,1
2190,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,4,3,3,3,3,1,2,1,4,3,4,1,1,3,1,3,3,3,1,1,3,5,4,5,1
2190,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,1,3,3,2,1,1,1,1,1,1,5,5,1,1,3,3,1,1,1,1,1,2,2,3,1,1
2191,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,3,4,4,2,1
2191,10,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,5,4,5,4,5,3,3,3,3,1,1,3,3,2,2,2,1,1,3,3,3,3,5,5,5
2192,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,2,3,3,5,5,2,1,1,5,1,1,3,3,2,2,1,1,4,4,5,5,5,5,5,1
2192,10,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,3,3,3,5,5,3,3,5,5,1,1,3,3,5,3,1,5,5,5,4,4,5,3,3,3
2192,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,2,3,3,3,3,2,3,3,4,1,1,3,3,3,3,3,3,3,3,3,3,4,5,5,5
2193,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,3,3,3,3,3,3,1,3,1,3,1,1,2,2,2,2,1,2,3,3,3,4,4,3,4,3
2193,10,34,protestant,3,NA,4.7753099105051895,4.086017286427854,3,3,3,4,2,3,2,3,1,4,1,1,3,3,3,4,3,4,3,3,3,1,1,3,3,3
2194,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,3,3,3,4,4,3,3,2,5,1,1,2,2,3,3,3,2,2,3,3,4,4,4,3,3
2194,10,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,4,4,4,4,4,2,3,1,5,1,1,3,3,5,4,2,3,2,4,4,4,5,5,5,5
2194,11,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,4,5,4,4,4,5,5,5,5,1,1,3,3,5,5,5,3,3,5,5,5,5,5,5,5
2194,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,4,5,5,3,5,5,5,5
2195,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,1,5,5,5,5,5,5,5,5,1,1,5,5,3,4,5,4,5,5,5,2,5,3,5,4
2195,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,4,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,3,4,5,5,5
2195,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,4,5,5,5,5,5,5,5,5,1,1,3,3,5,5,5,5,5,5,5,3,3,5,1,1
2196,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,5,5,4,4,4,5,4,5,4,4,1,1,5,5,5,5,5,2,4,5,5,5,5,5,4,4
2197,8,33,protestant,3,1,NA,NA,3,3,3,3,3,3,3,4,4,4,1,1,3,3,3,3,3,3,4,3,3,3,3,4,5,4
2197,11,33,protestant,3,1,NA,NA,3,3,3,4,4,4,3,3,2,3,1,1,3,3,4,3,4,3,4,4,4,3,4,4,4,4
2197,12,33,protestant,3,1,NA,NA,5,4,5,5,5,5,3,4,5,4,1,1,5,5,5,4,5,3,4,5,5,5,5,5,5,5
2198,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,3,5,3,3,5,2,5,5,5,1,1,5,5,2,1,1,1,1,5,5,5,5,5,5,5
2198,10,34,protestant,3,NA,4.7753099105051895,4.086017286427854,3,3,3,3,3,3,3,1,4,2,1,1,3,3,3,3,1,2,3,4,4,4,4,4,3,3
2198,11,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,4,4,4,4,4,2,3,2,4,1,1,4,4,4,4,4,3,4,5,5,4,4,NA,NA,NA
2199,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,2,1,2,2,2,2,4,2,1,1,2,2,3,3,2,2,1,1,1,4,4,1,4,3,3,3
2199,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,4,5,5,5,4,4,4,5,1,1,4,4,2,3,3,3,3,4,4,4,5,5,5,5
2200,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,1,1,1,1,1,1,1,1,1,1,5,5,1,1,4,2,1,2,2,1,1,5,5,1,1,1
2201,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,2,3,2,3,3,1,1,2,2,3,3,2,2,1,2,1,1,1,3,2,3,4,5,4,4
2201,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,2,3,3,3,3,4,4,4,4,1,2,1,1,3,3,2,2,3,3,3,2,4,2,3,3
2201,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,2,4,4,4,4,3,3,3,3,1,1,3,3,2,2,2,2,3,4,4,3,3,4,4,4
2202,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,3,5,3,5,5,5,4,3,3,4,1,1,3,2,2,1,4,2,2,3,2,4,4,NA,NA,NA
2202,9,34,protestant,3,NA,4.7753099105051895,4.086017286427854,5,5,5,4,5,5,5,1,1,1,1,1,3,3,3,2,NA,2,2,3,5,5,5,5,5,3
2202,10,34,protestant,3,NA,4.7753099105051895,4.086017286427854,3,3,3,3,3,3,5,3,1,1,1,1,3,3,5,5,5,5,5,1,2,5,5,2,NA,NA
2203,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,NA,NA,NA,NA,3,3,3,3,3,4,1,1,3,3,NA,NA,NA,3,3,3,5,3,4,5,5,5
2203,11,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,3,3,3,3,3,4,5,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2203,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,3,4,4,4,4,4,4,4,4,2,2,3,3,4,4,3,2,3,4,4,3,3,4,4,4
2204,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,3,4,3,4,4,2,4,3,5,1,1,3,3,2,2,3,3,2,3,3,5,5,5,5,5
2205,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,2,4,4,4,5,3,1,2,4,1,1,2,1,2,1,1,3,2,1,2,4,5,5,NA,1
2206,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,1,1,1,1,1,1,1,2,1,5,1,5,1,1,2,1,1,1,1,1,1,1,1,5,5,5
2207,8,24,catholic,1,NA,0.9967872352243565,10.62382188275113,4,3,2,5,3,3,5,5,5,5,2,2,3,3,3,2,2,1,5,3,3,3,3,NA,NA,NA
2207,10,24,catholic,1,NA,0.9967872352243565,10.62382188275113,4,2,3,3,2,4,4,3,4,4,1,1,2,3,3,2,3,1,1,2,2,2,5,5,3,3
2207,11,24,catholic,1,NA,0.9967872352243565,10.62382188275113,4,4,3,4,4,4,3,4,3,4,1,1,NA,NA,1,1,1,1,1,4,4,3,4,5,5,5
2208,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,4,4,3,4,4,4,1,1,5,5,4,4,2,4,4,2,5,5,5,5,2,5
2208,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,4,3,4,3,4,3,4,1,1,5,5,4,4,5,4,4,3,5,5,5,5,5,5
2208,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,4,4,4,3,3,3,4,3,5,1,1,4,4,4,4,4,3,5,5,5,3,5,5,5,5
2209,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,3,4,4,5,4,2,3,3,5,1,1,4,3,2,2,1,2,2,5,5,5,4,5,5,5
2209,10,34,protestant,3,NA,4.7753099105051895,4.086017286427854,3,2,3,3,2,3,2,1,2,3,1,1,1,2,1,1,1,1,1,3,3,2,3,NA,NA,NA
2209,12,34,protestant,3,NA,4.7753099105051895,4.086017286427854,3,2,3,3,3,3,1,3,1,3,1,1,3,2,3,1,1,1,1,3,3,5,5,5,5,3
2210,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,3,3,4,3,2,3,3,3,4,1,1,4,3,3,2,1,1,1,3,5,4,3,5,1,3
2210,10,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,3,4,4,3,3,4,4,4,5,2,1,4,4,4,3,2,2,2,3,5,4,5,5,4,4
2210,11,33,protestant,3,NA,2.0107782258775915,3.476335150935583,2,3,4,3,3,3,3,3,4,5,2,2,4,4,3,3,3,2,1,3,4,3,4,4,4,4
2210,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,3,4,3,3,3,4,3,3,4,2,2,4,4,3,2,2,2,3,4,4,3,4,4,5,4
2211,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,4,4,4,NA,NA,1,2,4,5,2,1,3,3,1,1,2,1,1,4,4,5,5,NA,NA,NA
2211,10,34,protestant,3,NA,4.7753099105051895,4.086017286427854,5,5,5,5,NA,NA,5,5,1,5,1,1,3,3,5,5,5,4,5,5,5,5,5,NA,NA,NA
2212,8,56,catholic,3,NA,0.9414737812977712,123.53518045173351,3,3,3,3,2,3,3,5,1,1,1,1,2,3,1,1,1,1,1,4,4,2,3,5,5,4
2212,10,56,catholic,3,NA,0.9414737812977712,123.53518045173351,3,3,3,3,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,5,5,5,3,3
2212,11,56,catholic,3,NA,0.9414737812977712,123.53518045173351,5,5,5,5,5,5,1,1,1,5,1,1,3,5,1,1,1,1,1,5,5,5,5,3,5,5
2212,12,56,catholic,3,NA,0.9414737812977712,123.53518045173351,4,4,4,4,4,4,2,3,1,2,1,1,4,4,1,2,NA,1,1,4,4,4,5,4,4,4
2213,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,4,4,4,4,3,2,1,4,1,1,4,4,2,1,1,1,1,4,3,5,5,5,3,3
2213,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,1,5,1,5,1,1,5,5,3,3,3,3,3,3,5,3,3,NA,NA,NA
2213,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,4,5,5,5,1,1,5,5,3,3,3,2,2,5,5,5,5,5,5,5
2214,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,4,4,4,4,4,3,3,2,4,1,1,2,2,1,1,1,1,2,5,5,4,4,5,4,3
2214,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,4,5,5,5,5,4,4,5,1,1,4,4,5,4,4,2,4,5,5,5,3,3,3,3
2215,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,1,3,1,5,1,1,3,3,3,2,1,2,2,5,5,2,5,5,5,5
2215,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,4,4,5,5,2,4,3,5,1,1,5,5,1,2,3,1,1,4,4,4,5,5,4,4
2215,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,2,5,4,5,5,2,3,5,5,1,1,4,4,3,2,2,1,2,5,5,5,5,5,5,5
2216,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,1,3,3,2,3,2,1,1,5,1,1,2,2,1,1,1,1,1,2,2,3,3,2,1,3
2216,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,1,4,4,5,5,3,3,3,5,1,1,3,4,3,2,2,2,2,1,3,4,4,5,5,5
2216,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,1,3,4,3,3,4,4,4,4,1,1,3,3,3,3,3,3,3,1,2,3,3,3,3,3
2217,8,33,protestant,3,NA,1.1789142764039857,23.47495281115433,5,5,5,5,5,5,2,1,5,5,1,1,3,3,2,1,1,1,5,4,4,2,3,5,5,5
2217,10,33,protestant,3,NA,1.1789142764039857,23.47495281115433,2,4,3,2,2,NA,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,3,4,3,3,3
2217,11,33,protestant,3,NA,1.1789142764039857,23.47495281115433,NA,5,4,2,2,2,2,3,3,1,3,3,2,2,3,2,5,2,3,4,3,1,1,3,3,2
2217,12,33,protestant,3,NA,1.1789142764039857,23.47495281115433,3,3,3,3,3,4,1,3,1,2,1,1,4,4,4,5,5,4,4,4,4,1,1,4,4,4
2218,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,3,4,5,3,3,4,4,5,5,1,1,4,4,4,2,4,2,4,4,4,3,4,5,4,3
2218,11,33,protestant,3,NA,2.0107782258775915,3.476335150935583,5,5,5,5,5,5,4,5,3,5,1,1,5,5,5,5,5,4,3,5,4,5,5,5,5,5
2218,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,5,5,5,4,4,4,4,5,4,5,1,5,3,3,3,5,5,3,4,4,3,5,5,4,4,4
2219,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,5,5,3,4,3,3,2,1,2,1,2,1,3,3,5,3,2,2,2,1,2,4,1,4,4,4
2219,11,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,3,3,3,3,3,3,4,3,4,1,1,2,2,3,4,3,2,1,4,4,4,4,5,5,5
2219,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,1,2,3,1,2,3,4,3,4,1,1,4,4,3,3,3,2,1,3,4,3,3,5,4,4
2220,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,3,4,4,4,4,3,4,1,4,1,1,4,4,2,2,1,2,4,4,4,3,4,4,4,4
2220,10,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,5,3,4,NA,NA,NA,NA,NA,NA,NA
2220,11,33,protestant,3,NA,2.0107782258775915,3.476335150935583,5,5,4,5,5,5,4,5,1,5,1,1,4,4,4,3,4,2,4,4,5,5,5,3,4,4
2220,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,4,4,4,4,4,2,5,2,5,2,1,3,3,5,4,4,2,3,3,3,3,3,3,3,3
2221,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,5,3,5,5,1,1,5,5,4,4,5,5,4,5,5,4,5,5,1,5
2221,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,5,5,5,5,5,5,3,5,5,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5
2222,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,5,5,4,5,1,1,4,5,5,5,5,4,5,3,3,3,5,5,5,5
2222,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,3,3,3,3,1,1,4,4,1,5,5,3,2,4,4,3,3,3,3,3
2222,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,5,5,5,5,5,5,3,3,4,1,1,3,3,5,5,5,3,3,3,5,4,5,5,4,2
2222,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,2,3,2,2,3,1,2,3,4,1,1,2,2,1,1,1,1,1,5,5,3,3,4,2,2
