id,year,school,school_composition,school_involvement,sep,sep_alpha,sep_beta,oa_1,oa_2,oa_3,oa_4,tr_1,tr_2,em_1,em_2,em_3,em_4,ia_1,ia_2,wc_1,wc_2,cq_1,cq_2,cq_3,cq_4,cq_5,mb_1,mb_2,dp_1,dp_2,mb_3,mb_4,mb_5
361,9,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,5,3,3,3,3,1,1,2,1,1,1,2,2,4,2,1,2,3,3,NA,3,3,3,3,4
361,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,5,4,5,5,5,1,1,1,3,1,1,3,3,4,4,5,3,4,3,5,3,4,3,3,3
361,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,4,3,3,3
362,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,4,5,4,4,4,2,3,4,1,1,3,4,2,3,2,1,3,3,5,1,3,4,3,4
362,9,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,4,4,5,5,5,5,5,5,1,1,4,4,2,3,3,2,2,5,5,5,5,5,4,4
362,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,3,5,5,5,5,5,5,5,1,1,5,5,1,1,1,4,4,3,3,5,5,5,5,5
362,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,3,3,1,5,5,5,5,5
363,8,42,catholic,1,1,NA,NA,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,5,1
363,9,42,catholic,1,1,NA,NA,2,1,3,1,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,3,1,3,3,3,3,3
363,10,42,catholic,1,1,NA,NA,3,1,3,NA,3,3,1,1,2,2,1,1,2,2,2,2,1,1,1,3,3,3,4,5,4,4
363,12,42,catholic,1,1,NA,NA,3,2,3,2,3,3,2,2,2,2,1,1,2,2,1,1,1,1,1,3,3,3,3,3,3,3
364,8,6,catholic,1,NA,1.6076635404862185,65.604065661390365,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,2,2,2,1,5,5,3,5,5,5,5
364,9,6,catholic,1,NA,1.6076635404862185,65.604065661390365,NA,NA,NA,NA,NA,NA,3,5,3,5,1,1,5,5,1,2,3,1,1,5,3,4,5,NA,NA,NA
364,11,6,catholic,1,NA,1.6076635404862185,65.604065661390365,NA,NA,NA,NA,NA,NA,5,5,4,4,1,1,NA,NA,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA
364,12,6,catholic,1,NA,1.6076635404862185,65.604065661390365,5,5,5,5,3,3,5,4,4,5,1,1,4,5,1,2,2,1,1,5,5,5,5,5,5,5
365,8,48,catholic,3,NA,10.359029246587987,35.5226804437105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3
365,9,48,catholic,3,NA,10.359029246587987,35.5226804437105,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,3,2,2,3,2,2,3
365,10,48,catholic,3,NA,10.359029246587987,35.5226804437105,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,3,2,2
365,11,48,catholic,3,NA,10.359029246587987,35.5226804437105,2,2,2,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,3
365,12,48,catholic,3,NA,10.359029246587987,35.5226804437105,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,5,2,2
367,8,6,catholic,1,NA,0.6079835426149357,42.06396588607458,4,3,3,5,4,4,1,1,3,5,1,1,2,2,1,2,2,2,2,2,3,3,5,5,2,2
367,9,6,catholic,1,NA,0.6079835426149357,42.06396588607458,3,NA,3,2,3,3,2,2,3,5,1,4,3,3,2,2,1,1,1,5,5,3,3,5,5,5
367,11,6,catholic,1,NA,0.6079835426149357,42.06396588607458,5,5,5,5,4,3,3,3,3,3,1,1,4,4,3,3,3,3,3,5,5,2,2,5,5,5
367,12,6,catholic,1,NA,0.6079835426149357,42.06396588607458,5,5,5,NA,5,5,4,5,5,5,1,1,5,5,3,5,5,3,4,5,5,5,5,5,5,5
368,8,48,catholic,3,NA,6.089362600173073,11.676552042735288,3,3,3,3,4,4,1,1,3,3,1,1,2,3,2,2,2,1,1,5,4,3,4,5,5,5
368,9,48,catholic,3,NA,6.089362600173073,11.676552042735288,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,4,3,3,2,2,3
369,8,22,protestant,1,NA,0.9214372667157666,6.197223851296806,2,2,3,3,3,3,1,5,3,3,5,5,2,2,1,3,1,3,5,3,4,4,4,3,2,3
369,9,22,protestant,1,NA,0.9214372667157666,6.197223851296806,2,2,2,3,2,3,3,1,4,5,4,5,2,2,1,3,4,2,4,2,2,3,4,5,4,4
369,10,22,protestant,1,NA,0.9214372667157666,6.197223851296806,3,2,3,4,3,3,4,3,3,5,2,2,2,2,1,3,2,2,4,5,5,2,3,NA,NA,NA
371,8,56,catholic,3,NA,8.599933584851236,90.23217593345457,4,1,3,3,3,3,1,1,5,5,3,3,2,2,1,3,1,1,2,2,2,5,5,5,1,2
371,9,56,catholic,3,NA,8.599933584851236,90.23217593345457,4,1,3,1,3,4,2,2,3,2,3,3,3,3,1,2,1,1,1,4,2,5,5,5,5,4
371,10,56,catholic,3,NA,8.599933584851236,90.23217593345457,3,1,2,1,1,2,2,1,1,3,1,1,2,2,2,2,1,1,1,3,3,1,1,5,2,3
371,12,56,catholic,3,NA,8.599933584851236,90.23217593345457,4,2,3,4,5,4,5,4,5,5,1,1,3,3,1,3,2,2,3,2,NA,3,5,5,1,3
372,8,15,protestant,3,NA,7.0755156471615255,4.897081788550679,5,3,5,5,5,5,3,2,4,5,1,1,5,5,2,4,3,2,2,4,5,4,5,5,1,4
372,9,15,protestant,3,NA,7.0755156471615255,4.897081788550679,5,5,4,4,5,5,3,2,4,5,2,2,4,5,2,3,2,2,3,5,4,4,5,5,5,4
372,10,15,protestant,3,NA,7.0755156471615255,4.897081788550679,5,5,5,5,5,5,3,3,4,5,1,1,5,5,2,4,3,2,2,5,5,4,5,4,4,4
373,8,2,catholic,2,NA,0.9131574800817194,2.353223134698336,2,3,3,4,3,3,1,5,3,3,1,2,4,4,1,3,4,2,2,3,3,3,3,3,3,5
373,9,2,catholic,2,NA,0.9131574800817194,2.353223134698336,2,3,4,4,3,2,4,3,2,4,1,3,5,5,1,3,1,1,1,5,5,2,3,5,5,5
373,10,2,catholic,2,NA,0.9131574800817194,2.353223134698336,5,5,4,4,2,2,3,3,4,5,3,3,5,5,1,1,1,2,2,3,5,4,5,5,5,5
374,8,25,catholic,3,NA,5.4816761871166,16.08055713381356,3,3,3,3,4,4,2,3,2,5,1,1,3,1,3,3,3,3,2,1,1,3,2,2,2,2
374,9,25,catholic,3,NA,5.4816761871166,16.08055713381356,5,5,5,5,NA,NA,2,5,5,5,1,1,5,5,5,5,5,3,5,5,5,1,3,NA,NA,NA
374,10,25,catholic,3,NA,5.4816761871166,16.08055713381356,4,4,4,4,4,3,3,4,3,4,2,2,4,4,3,3,4,3,4,4,4,1,2,3,3,3
375,8,52,catholic,1,NA,3.6192395359931355,36.43334353552604,4,2,5,5,5,4,1,1,3,5,3,1,3,3,1,1,2,1,1,5,4,5,5,5,5,5
375,9,52,catholic,1,NA,3.6192395359931355,36.43334353552604,5,5,5,5,5,5,3,5,5,5,1,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5
375,10,52,catholic,1,NA,3.6192395359931355,36.43334353552604,5,5,5,5,5,5,1,5,5,5,1,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5
375,12,52,catholic,1,NA,3.6192395359931355,36.43334353552604,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,5
376,8,48,catholic,3,0,NA,NA,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,9,48,catholic,3,0,NA,NA,1,NA,1,1,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,2,3,5,2,1
376,10,48,catholic,3,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,11,48,catholic,3,0,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2
376,12,48,catholic,3,0,NA,NA,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,3,5,4,5
377,8,45,catholic,1,NA,0.6037981035632217,39.237724254497024,4,3,3,3,3,3,1,1,5,5,1,1,4,4,1,1,1,1,1,5,5,3,5,NA,NA,NA
377,9,45,catholic,1,NA,0.6037981035632217,39.237724254497024,5,5,5,5,4,4,4,5,5,5,1,1,5,5,1,2,3,2,2,5,5,5,5,5,5,5
377,11,45,catholic,1,NA,0.6037981035632217,39.237724254497024,3,5,5,5,4,4,5,5,5,5,1,1,5,5,1,3,5,1,1,5,5,4,4,5,5,4
378,8,46,catholic,3,NA,10.827319156640135,12.914937100672894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
378,9,46,catholic,3,NA,10.827319156640135,12.914937100672894,3,2,3,3,2,2,2,2,2,3,3,3,3,3,1,2,1,1,1,2,1,3,4,3,3,3
378,10,46,catholic,3,NA,10.827319156640135,12.914937100672894,3,2,3,3,3,3,4,2,2,3,1,2,3,2,1,2,1,1,1,2,2,3,4,3,3,3
379,8,28,catholic,1,NA,0.800707080536275,5.76061292879427,2,1,2,2,1,2,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,2,4,3,2
379,9,28,catholic,1,NA,0.800707080536275,5.76061292879427,2,2,3,3,3,2,4,2,3,NA,3,3,2,2,1,2,NA,1,1,2,2,2,2,5,3,3
379,10,28,catholic,1,NA,0.800707080536275,5.76061292879427,3,3,3,3,3,2,2,4,3,2,2,2,2,2,4,3,1,1,3,3,3,2,3,4,4,4
379,12,28,catholic,1,NA,0.800707080536275,5.76061292879427,2,1,4,3,3,2,3,3,3,3,3,3,3,2,1,3,2,1,1,3,3,3,3,3,3,3
380,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,4,4,4,4,3,4,4,4,1,1,4,4,3,3,2,1,1,4,4,4,4,5,5,5
380,9,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,5,5,4,4,4,4,4,5,1,1,4,4,3,3,1,1,1,4,4,4,5,5,5,4
380,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,4,4,4,4,3,4,4,4,1,1,3,3,3,3,1,2,2,4,4,4,4,4,4,4
381,8,42,catholic,1,NA,5.199956854512955,2.0363856101303406,2,3,2,3,3,3,4,3,3,4,2,1,3,2,1,2,1,3,2,2,3,2,3,5,4,4
381,9,42,catholic,1,NA,5.199956854512955,2.0363856101303406,3,4,4,4,3,3,2,3,3,4,2,1,2,2,1,2,1,1,1,2,3,3,3,4,3,3
381,10,42,catholic,1,NA,5.199956854512955,2.0363856101303406,4,3,4,3,3,3,2,4,3,4,2,1,2,3,1,NA,NA,1,1,2,3,2,2,4,5,3
381,12,42,catholic,1,NA,5.199956854512955,2.0363856101303406,5,5,4,5,4,3,3,2,5,5,1,1,4,4,3,4,3,2,3,3,4,3,5,5,4,5
382,9,44,catholic,3,NA,4.47765931104685,12.682144496244408,4,4,4,4,2,3,1,1,2,2,1,1,3,3,2,1,1,1,1,4,3,1,4,3,3,3
382,10,44,catholic,3,NA,4.47765931104685,12.682144496244408,3,3,3,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,3,5,5,1,5
382,11,44,catholic,3,NA,4.47765931104685,12.682144496244408,3,1,3,1,2,5,1,1,3,5,1,1,3,1,1,1,4,1,1,5,3,1,1,3,5,3
382,12,44,catholic,3,NA,4.47765931104685,12.682144496244408,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,1,1,1,1,3,3,1,1,3,3,3
383,8,2,catholic,2,NA,0.2857574993709271,1.5713003170179412,3,1,3,3,2,2,3,3,2,3,2,2,3,3,1,1,NA,1,1,3,5,5,5,5,5,4
383,9,2,catholic,2,NA,0.2857574993709271,1.5713003170179412,3,2,5,4,3,5,3,3,3,3,1,1,3,3,3,2,3,1,1,3,3,3,3,3,3,3
383,10,2,catholic,2,NA,0.2857574993709271,1.5713003170179412,3,3,3,3,3,3,4,2,3,4,1,1,4,4,1,2,2,1,1,4,3,5,5,3,3,3
383,11,2,catholic,2,NA,0.2857574993709271,1.5713003170179412,4,3,5,5,3,3,5,5,2,5,1,1,5,5,1,4,4,2,3,5,5,1,3,5,5,5
384,8,52,catholic,1,NA,3.6192395359931355,36.43334353552604,3,3,3,3,4,4,3,2,3,4,2,1,2,2,1,1,1,1,1,3,3,3,4,3,3,3
384,9,52,catholic,1,NA,3.6192395359931355,36.43334353552604,5,5,4,5,4,4,3,4,4,4,1,1,4,4,1,3,2,3,2,4,4,2,4,4,4,4
384,10,52,catholic,1,NA,3.6192395359931355,36.43334353552604,5,5,4,5,4,4,4,4,3,4,1,5,3,4,1,1,1,2,2,3,3,4,5,5,3,4
385,8,49,catholic,1,0,NA,NA,4,3,4,3,4,3,2,2,1,3,1,1,3,2,1,1,1,1,2,2,5,2,3,5,5,5
385,9,49,catholic,1,0,NA,NA,4,5,5,5,5,5,5,5,4,5,1,1,5,5,5,5,1,4,5,5,5,1,5,5,3,3
385,10,49,catholic,1,0,NA,NA,2,4,3,3,3,3,5,5,2,4,2,1,3,3,4,3,3,3,3,3,3,1,3,5,2,1
385,11,49,catholic,1,0,NA,NA,2,3,2,2,1,1,5,3,2,3,1,1,1,1,2,1,2,2,3,3,2,2,2,5,3,3
385,12,49,catholic,1,0,NA,NA,2,3,3,2,1,1,4,2,1,4,1,3,1,1,1,2,3,1,2,3,3,2,3,5,3,3
387,8,42,catholic,1,NA,5.199956854512955,2.0363856101303406,3,3,3,3,3,3,3,3,4,5,1,1,5,5,1,2,5,2,2,1,1,5,5,3,3,3
387,9,42,catholic,1,NA,5.199956854512955,2.0363856101303406,5,2,4,5,4,4,5,5,5,5,1,1,5,5,1,1,2,2,2,5,NA,4,5,3,3,3
387,10,42,catholic,1,NA,5.199956854512955,2.0363856101303406,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,4,4,1,1,NA,3,3
388,8,26,catholic,3,NA,2.083601908302583,30.082838991938143,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,1,1,2,2,2,4,4,4,4,4,4
388,9,26,catholic,3,NA,2.083601908302583,30.082838991938143,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,2,1,1,2,3,1,3,3,3,2,2
388,11,26,catholic,3,NA,2.083601908302583,30.082838991938143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,8,11,catholic,3,1,NA,NA,5,2,3,4,1,1,5,3,1,NA,1,5,5,1,1,5,1,5,2,4,1,5,1,5,5,5
389,9,11,catholic,3,1,NA,NA,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,1,1,5,3,5,5,1,1,5,5,5
389,10,11,catholic,3,1,NA,NA,5,5,1,NA,5,5,1,1,1,5,1,1,5,2,4,1,1,5,5,5,5,1,3,5,5,5
389,11,11,catholic,3,1,NA,NA,1,2,1,1,NA,1,4,4,5,3,1,5,1,2,1,5,5,1,5,3,4,4,3,5,5,5
389,12,11,catholic,3,1,NA,NA,5,4,2,3,3,2,4,2,3,4,1,1,4,5,2,3,4,2,3,5,5,3,3,5,5,5
390,8,54,catholic,1,NA,0.6022029451680694,34.739708376946375,5,4,5,4,4,4,1,5,NA,5,1,1,4,5,1,NA,2,1,1,5,5,5,5,5,5,5
390,9,54,catholic,1,NA,0.6022029451680694,34.739708376946375,5,5,5,5,5,5,1,3,1,5,1,1,3,3,1,2,2,2,2,5,5,3,5,5,5,5
390,10,54,catholic,1,NA,0.6022029451680694,34.739708376946375,5,3,5,3,5,5,3,2,3,3,1,1,4,4,1,3,3,2,2,5,5,4,5,4,5,5
390,11,54,catholic,1,NA,0.6022029451680694,34.739708376946375,5,4,5,5,4,5,3,5,3,3,1,1,5,5,3,4,5,NA,4,5,5,5,5,5,5,5
391,8,48,catholic,3,NA,10.359029246587987,35.5226804437105,1,1,1,3,1,1,1,1,1,4,3,2,1,3,1,1,1,1,1,2,2,4,5,2,5,2
391,9,48,catholic,3,NA,10.359029246587987,35.5226804437105,3,3,3,2,2,2,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,3,4,3,2
391,10,48,catholic,3,NA,10.359029246587987,35.5226804437105,2,3,3,3,1,1,1,1,3,4,3,2,3,3,1,1,1,1,1,1,3,3,5,5,3,4
391,11,48,catholic,3,NA,10.359029246587987,35.5226804437105,3,3,3,3,3,2,2,1,2,4,1,1,3,3,1,1,1,1,1,3,3,3,4,5,4,3
391,12,48,catholic,3,NA,10.359029246587987,35.5226804437105,3,3,3,3,3,3,2,1,2,4,2,2,3,3,1,1,1,1,1,5,3,3,3,4,4,4
392,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,3,3,3,3,3,2,3,3,4,1,1,3,3,3,4,4,1,2,5,4,3,5,3,3,3
392,9,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,4,4,4,5,5,3,3,3,5,1,1,4,4,3,4,4,2,3,5,5,4,4,5,5,5
392,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,4,4,4,4,4,3,3,4,4,1,1,4,4,2,4,3,2,3,5,5,1,1,4,4,4
392,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,3,4,4,3,4,3,3,3,3,1,1,3,3,2,4,3,2,3,3,3,2,2,3,3,3
393,8,48,catholic,3,NA,10.359029246587987,35.5226804437105,3,1,1,3,1,1,1,5,1,3,3,3,1,1,2,1,1,1,2,1,1,1,3,5,1,1
393,9,48,catholic,3,NA,10.359029246587987,35.5226804437105,3,4,3,3,3,3,2,4,4,4,1,1,3,2,2,2,1,2,2,3,4,4,5,5,2,3
393,10,48,catholic,3,NA,10.359029246587987,35.5226804437105,NA,4,2,3,3,3,2,1,3,3,1,1,3,3,2,2,2,2,2,2,3,3,3,3,2,2
393,11,48,catholic,3,NA,10.359029246587987,35.5226804437105,2,3,3,3,2,2,2,2,3,3,1,2,2,2,1,2,1,1,1,2,2,2,2,5,5,5
393,12,48,catholic,3,NA,10.359029246587987,35.5226804437105,3,3,3,3,2,3,2,2,2,2,1,1,2,2,1,2,1,2,3,4,3,3,3,5,4,5
395,8,45,catholic,1,NA,0.6037981035632217,39.237724254497024,5,2,5,5,4,4,3,5,5,5,1,1,4,4,1,2,3,2,5,5,5,5,5,5,5,5
395,9,45,catholic,1,NA,0.6037981035632217,39.237724254497024,4,2,5,3,4,3,3,3,2,5,1,1,3,2,1,1,1,2,2,4,2,4,4,5,5,5
395,11,45,catholic,1,NA,0.6037981035632217,39.237724254497024,4,4,4,3,5,5,3,3,3,3,1,1,3,3,5,3,5,5,5,4,4,3,3,3,3,3
396,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,3,3,4,5,5,1,1,1,3,1,1,4,2,2,3,3,2,2,3,5,3,3,5,5,5
396,9,33,protestant,3,NA,2.7494417691902795,5.089595172275055,1,3,1,3,3,3,3,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,3,1,1
396,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,5,4,5,4,4,2,2,4,5,4,4,5,5,5,3,5,2,2,5,5,3,5,5,5,5
396,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,5,5,5,5,5,5,1,1,5,4,1,1,5,5,3,2,5,1,1,5,5,3,4,3,5,5
397,8,3,catholic,2,NA,0.3999414999826967,8.49308230062284,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2
397,9,3,catholic,2,NA,0.3999414999826967,8.49308230062284,5,3,5,3,3,4,1,1,1,1,3,3,4,4,1,1,1,1,1,5,5,2,3,4,4,3
397,11,3,catholic,2,NA,0.3999414999826967,8.49308230062284,5,5,4,5,4,4,4,2,5,3,1,2,5,5,1,1,1,1,1,5,5,5,5,5,3,3
397,12,3,catholic,2,NA,0.3999414999826967,8.49308230062284,3,4,3,4,4,4,1,3,4,2,1,3,5,5,1,2,2,4,2,5,5,1,5,5,5,5
399,8,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,4,4,4,5,4,3,3,4,5,1,1,4,4,2,5,4,3,3,3,4,4,5,4,4,3
399,9,34,protestant,3,NA,4.7753099105051895,4.086017286427854,4,4,5,4,4,4,4,4,4,5,1,1,4,4,1,3,2,2,3,3,3,5,5,5,4,4
400,8,41,protestant,1,1,NA,NA,1,NA,3,1,2,2,1,1,1,1,1,1,3,3,1,2,3,1,1,2,3,3,2,2,3,4
400,9,41,protestant,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,5,4,1,1,1
400,10,41,protestant,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
400,11,41,protestant,1,1,NA,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,4,5,1,1,1
400,12,41,protestant,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1
401,8,7,catholic,1,NA,0.6272943184271225,43.950384170926014,5,5,5,5,4,4,3,5,1,5,1,1,5,5,1,4,4,3,3,5,5,4,5,4,3,4
401,9,7,catholic,1,NA,0.6272943184271225,43.950384170926014,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,NA,NA,4,4,4,2,3,NA,NA,NA,NA,NA,NA,NA
401,10,7,catholic,1,NA,0.6272943184271225,43.950384170926014,4,4,5,5,4,4,4,4,4,5,1,1,4,4,1,3,3,2,3,3,5,3,3,5,4,3
401,11,7,catholic,1,NA,0.6272943184271225,43.950384170926014,5,5,5,5,4,4,3,3,4,5,1,1,5,5,1,5,5,2,3,5,5,3,3,NA,NA,NA
401,12,7,catholic,1,NA,0.6272943184271225,43.950384170926014,5,5,5,5,4,4,3,3,4,5,1,1,4,4,1,4,4,2,3,5,5,3,3,5,5,4
402,8,3,catholic,2,NA,1.1585018062179746,12.859034205160569,NA,NA,NA,NA,NA,NA,5,5,2,2,1,1,5,5,3,1,3,2,4,5,3,5,5,5,1,1
402,9,3,catholic,2,NA,1.1585018062179746,12.859034205160569,5,1,5,5,3,3,4,4,2,5,1,1,4,4,1,3,4,1,2,5,4,2,2,5,1,1
403,8,33,protestant,3,NA,2.0107782258775915,3.476335150935583,3,3,2,3,3,3,1,1,2,2,2,4,4,3,2,3,1,2,2,1,3,1,2,5,5,4
403,9,33,protestant,3,NA,2.0107782258775915,3.476335150935583,4,4,3,3,3,3,1,2,2,3,1,2,3,3,3,2,2,2,3,1,3,3,2,1,2,2
403,10,33,protestant,3,NA,2.0107782258775915,3.476335150935583,2,3,2,3,3,3,1,1,3,3,1,1,2,4,4,3,3,2,2,1,3,2,2,2,2,1
403,11,33,protestant,3,NA,2.0107782258775915,3.476335150935583,2,4,3,2,3,3,1,1,1,4,4,3,3,3,3,2,4,2,2,1,2,1,3,1,1,1
403,12,33,protestant,3,NA,2.0107782258775915,3.476335150935583,2,4,2,2,2,3,2,1,2,1,3,2,3,3,2,4,3,2,3,1,1,2,2,1,2,1
404,8,17,catholic,2,NA,0.5269780378695798,42.87809752607948,5,5,5,5,5,5,5,5,5,5,2,1,5,5,2,3,1,2,2,2,5,5,5,5,5,5
404,9,17,catholic,2,NA,0.5269780378695798,42.87809752607948,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,4,2,3,4,4,4,5,5,5,5,5
404,10,17,catholic,2,NA,0.5269780378695798,42.87809752607948,5,5,5,5,5,5,5,5,5,5,2,1,5,5,4,5,5,3,3,5,5,5,5,5,5,5
404,11,17,catholic,2,NA,0.5269780378695798,42.87809752607948,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5
404,12,17,catholic,2,NA,0.5269780378695798,42.87809752607948,5,5,5,5,NA,5,5,5,5,5,1,1,5,5,5,5,5,2,3,3,3,3,3,3,3,3
406,8,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,1,2,2,3,3,1,2,3,4,2,1,2,1,1,1,1,1,1,3,2,4,5,3,1,2
406,9,33,protestant,3,NA,2.7494417691902795,5.089595172275055,4,5,4,5,4,3,1,1,2,4,4,4,5,5,1,1,1,1,1,3,3,4,4,2,3,3
406,10,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,3,3,3,2,2,2,2,3,4,2,1,3,3,1,1,1,1,1,1,2,3,4,5,3,1
406,11,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,3,3,3,2,3,4,3,3,4,1,1,3,3,3,3,3,1,1,2,3,4,5,3,3,3
406,12,33,protestant,3,NA,2.7494417691902795,5.089595172275055,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4
407,8,25,catholic,3,NA,5.4816761871166,16.08055713381356,4,4,3,4,4,4,4,5,4,4,1,1,3,3,4,5,3,5,5,4,4,4,4,4,4,3
407,9,25,catholic,3,NA,5.4816761871166,16.08055713381356,5,3,5,5,4,3,4,3,3,3,3,3,4,4,4,3,2,4,5,4,3,4,4,4,4,1
407,10,25,catholic,3,NA,5.4816761871166,16.08055713381356,5,5,1,5,5,5,3,3,3,3,1,1,5,5,3,5,5,5,5,5,4,4,4,3,5,5
408,8,14,catholic,1,0,NA,NA,3,2,3,3,2,1,2,1,2,3,1,2,3,2,1,2,1,1,1,4,3,5,5,4,3,3
408,9,14,catholic,1,0,NA,NA,4,3,3,3,3,3,2,2,3,4,2,2,4,4,2,2,2,1,1,3,4,3,3,4,4,3
408,10,14,catholic,1,0,NA,NA,3,1,2,3,2,2,2,2,3,3,4,4,2,2,1,2,1,1,1,3,3,3,2,4,3,2
408,11,14,catholic,1,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,2,3
408,12,14,catholic,1,0,NA,NA,2,1,2,2,2,2,2,2,2,2,3,4,3,3,3,3,1,1,1,2,2,3,3,5,4,3
410,8,26,catholic,3,NA,1.2631157778308284,20.865225360776208,3,1,3,2,3,3,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,3,3,5,4,5
410,9,26,catholic,3,NA,1.2631157778308284,20.865225360776208,3,3,3,3,2,2,2,3,2,4,3,3,3,3,1,3,1,2,2,4,2,3,3,4,2,2
410,10,26,catholic,3,NA,1.2631157778308284,20.865225360776208,3,3,3,3,4,4,3,3,3,3,1,1,3,3,3,5,1,3,4,3,3,3,3,5,3,3
410,12,26,catholic,3,NA,1.2631157778308284,20.865225360776208,3,3,4,4,3,3,2,4,2,3,2,2,2,2,1,3,2,1,1,4,3,3,4,4,2,3
411,8,11,catholic,3,NA,5.440780327991451,39.9163965934302,4,3,2,3,2,2,2,3,2,2,1,2,2,2,1,1,1,1,1,2,3,4,3,5,3,3
411,9,11,catholic,3,NA,5.440780327991451,39.9163965934302,5,4,3,3,1,2,5,1,4,5,3,3,3,3,1,2,4,1,1,2,3,1,5,5,3,3
